VEHICLE admiral FIELD BOOT_OPEN POS 0.395271 -2.015236 -0.236938 ANGLES 0.931903 0.249061 2.763178 FOV 55.000000
VEHICLE admiral FIELD BONNET_FWD POS -0.40000 22.350000 1.700000 ANGLES -0.000000 0.000000 0.000000 FOV 72.000000
VEHICLE admiral FIELD BONNET_BWD POS -0.0000 0.450000 3.500000 ANGLES 0.000000 0.000000 -3.141472 FOV 55.000000
VEHICLE admiral FIELD CINEY_WHEEL POS -1.142974 0.500366 -0.263794 ANGLES -0.000000 0.000000 -0.000000 FOV 55.000000
VEHICLE admiral FIELD CINEY_UNDER POS -0.004993 0.197754 -0.614746 ANGLES 0.001435 0.000000 -0.006133 FOV 55.000000
VEHICLE admiral FIELD CINEY_MISC_1 POS 1.666091 -5.115868 1.159678 ANGLES -0.247697 -0.096343 0.280087 FOV 45.000000
VEHICLE admiral FIELD CINEY_MISC_2 POS -1.000618 -0.340576 0.582031 ANGLES -0.242401 0.202790 -0.524026 FOV 55.000000
VEHICLE admiral FIELD JACKED POS 0.113028 0.452734 0.024910 ANGLES 0.164388 -0.002268 2.035523 FOV 55.000000
VEHICLE admiral FIELD BUSTED POS -0.611092 0.729322 0.312739 ANGLES -0.004803 -0.001562 2.821954 FOV 55.000000
VEHICLE admiral FIELD CARPHONE POS -0.424703 0.751465 0.505859 ANGLES -0.000000 0.000000 -0.000000 FOV 55.000000
VEHICLE admiral FIELD BONNET_L POS -0.575905 0.212281 0.403034 ANGLES -0.002213 -0.000247 1.569418 FOV 55.000000
VEHICLE admiral FIELD BONNET_R POS 0.531583 0.212480 0.408426 ANGLES -0.000901 0.000155 -1.570957 FOV 55.000000
VEHICLE admiral FIELD CINEY_WHEEL_2 POS 1.182246 -1.940674 -0.222046 ANGLES -0.026824 0.325478 0.030861 FOV 55.000000
VEHICLE admiral FIELD CINEY_BACK POS -1.050715 0.531738 0.476196 ANGLES -0.313325 0.146586 -2.850270 FOV 55.000000
VEHICLE admiral FIELD BUMPER POS -0.001305 2.394775 -0.364380 ANGLES -0.000000 0.000000 -0.000000 FOV 55.000000
